"kingdom","phylum","class","order","family","genus","species","strain"
"Bacteria.Firmicutes.Bacilli.Bacillales.Marinococcaceae.Salsuginibacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Marinococcaceae","Salsuginibacillus",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Sphingobacteriales.GWF2-29-10.NA","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","GWF2-29-10","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Morganellaceae.Candidatus Schneideria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Candidatus Schneideria",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Nitratireductor","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Nitratireductor",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Caldimonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caldimonas",NA,NA
"Bacteria.Firmicutes.Clostridia.Eubacteriales.Garciellaceae.Garciella","Bacteria","Firmicutes","Clostridia","Eubacteriales","Garciellaceae","Garciella",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Halomicrobiaceae.Halorientalis","Archaea","Halobacterota","Halobacteria","Halobacterales","Halomicrobiaceae","Halorientalis",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Haloferacaceae.Halopiger","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Halopiger",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Halobacteriaceae.Salarchaeum","Archaea","Halobacterota","Halobacteria","Halobacterales","Halobacteriaceae","Salarchaeum",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Haloferacaceae.Haloplanus","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Haloplanus",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Haloferacaceae.Natronoarchaeum","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Natronoarchaeum",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Hyphomonadaceae.Henriciella","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prolixibacteraceae.Prolixibacter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Prolixibacter",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Haloferacaceae.Natrinema","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Natrinema",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Phormidesmiales.NA.NA","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","NA","NA",NA,NA
"Bacteria.Nitrospirota.HDB-SIOI1093.NA.NA.NA","Bacteria","Nitrospirota","HDB-SIOI1093","NA","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Streptosporangiales.Streptosporangiaceae.Sphaerimonospora","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Sphaerimonospora",NA,NA
"Bacteria.Firestonebacteria.NA.NA.NA.NA","Bacteria","Firestonebacteria","NA","NA","NA","NA",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Microcystaceae.Synechocystis CCALA 700","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Synechocystis CCALA 700",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.RD011.NA.NA","Bacteria","Cyanobacteria","Cyanobacteriia","RD011","NA","NA",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Halobacteriaceae.Halanaeroarchaeum","Archaea","Halobacterota","Halobacteria","Halobacterales","Halobacteriaceae","Halanaeroarchaeum",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Lentibacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus",NA,NA
"Archaea.Nanoarchaeota.Nanoarchaeia.Woesearchaeales.GW2011.AR15","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011","AR15",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Phytoactinopolyspora","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Phytoactinopolyspora",NA,NA
"Bacteria.Bacteroidota.Rhodothermia.Balneolales.Balneolaceae.Fodinibius","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Fodinibius",NA,NA
"Bacteria.Firmicutes.Bacilli.Entomoplasmatales.Entomoplasmataceae.NA","Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Entomoplasmataceae","NA",NA,NA
"Bacteria.Firmicutes.Desulfotomaculia.Desulfotomaculales.Desulfofundulus.NA","Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfofundulus","NA",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Desertifilaceae.Roseofilum AO1-A","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Desertifilaceae","Roseofilum AO1-A",NA,NA
"Bacteria.Patescibacteria.Parcubacteria.GW2011-GWA2-46-7.NA.NA","Bacteria","Patescibacteria","Parcubacteria","GW2011-GWA2-46-7","NA","NA",NA,NA
"Bacteria.Planctomycetota.Planctomycetes.Isosphaerales.Isosphaeraceae.Isosphaera","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Isosphaera",NA,NA
"Archaea.Halobacterota.Methanosarcinia.Methanosarciniales.Methanosarcinaceae.Methanolobus","Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosarcinaceae","Methanolobus",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Geitlerinemaceae.NA","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Geitlerinemaceae","NA",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Xanthobacteraceae.Angulomicrobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Angulomicrobium",NA,NA
"Archaea.Euryarchaeota.Methanococci.Methanococcales.Methanococcaceae.Methanothermococcus","Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanothermococcus",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Rubrimonas","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubrimonas",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Dermatophilaceae.Tonsilliphilus","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermatophilaceae","Tonsilliphilus",NA,NA
"Bacteria.Patescibacteria.Parcubacteria.Candidatus Wolfebacteria.NA.NA","Bacteria","Patescibacteria","Parcubacteria","Candidatus Wolfebacteria","NA","NA",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Haloferacaceae.Halorubellus","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Halorubellus",NA,NA
"Bacteria.Firmicutes.Bacilli.Acholeplasmatales.Acholeplasmataceae.EUB33-2","Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","EUB33-2",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Piscibacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Piscibacillus",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Microbacteriaceae.Luethyella","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Luethyella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Nitrococcales.Nitrococcaceae.Arhodomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrococcales","Nitrococcaceae","Arhodomonas",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Muriicola","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muriicola",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Cyanobacteriaceae.Cyanobacterium CLg1","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Cyanobacterium CLg1",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Stappiaceae.Breoghania","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Breoghania",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Phormidiaceae.Lyngbya PCC-7419","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Lyngbya PCC-7419",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales.Vibrionaceae.Thaumasiovibrio","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Thaumasiovibrio",NA,NA
"Bacteria.Desulfobacterota.Desulfobacteria.Desulfobacterales.Desulfosarcinaceae.Desulfonatronobacter","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfonatronobacter",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Phormidiaceae.Trichodesmium IMS101","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Trichodesmium IMS101",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Phormidesmiales.Phormidesmiaceae.NA","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Thiomicrospirales.Thioglobaceae.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Sporolactobacillaceae.Terrilactibacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Dermacoccaceae.Branchiibius","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Branchiibius",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Xylella","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xylella",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Xanthobacteraceae.Blastochloris","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Blastochloris",NA,NA
"Bacteria.Firmicutes.Bacilli.Thermoactinomycetales.Thermoactinomycetaceae.Baia","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Baia",NA,NA
"Bacteria.Firmicutes.Bacilli.Entomoplasmatales.Entomoplasmataceae.Entomoplasma","Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Entomoplasmataceae","Entomoplasma",NA,NA
"Bacteria.Aquificota.Desulfurobacteriia.Desulfurobacteriales.Desulfurobacteriaceae.NA","Bacteria","Aquificota","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Pseudonocardiales.Pseudonocardiaceae.Actinoalloteichus","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Methylophilaceae.Methylovorus","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylovorus",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Xenococcaceae.Stanieria PCC-7437","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Stanieria PCC-7437",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Paludibacteraceae.Microbacter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Microbacter",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.Anaplasmataceae.Ehrlichia","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia",NA,NA
"Bacteria.Thermotogota.Thermotogae.Petrotogales.Petrotogaceae.AUTHM297","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","AUTHM297",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Leeuwenhoekiella","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.HgCo23.NA.NA","Bacteria","Proteobacteria","Gammaproteobacteria","HgCo23","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Methylococcales.Methylomonadaceae.IheB2-23","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","IheB2-23",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.Fokiniaceae.Candidatus Lariskella","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Fokiniaceae","Candidatus Lariskella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Methylococcales.Methylomonadaceae.Milano-WF1B-03","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Milano-WF1B-03",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Cellvibrionales.Spongiibacteraceae.Sinobacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Sinobacterium",NA,NA
"Bacteria.Chloroflexi.N9D0.NA.NA.NA","Bacteria","Chloroflexi","N9D0","NA","NA","NA",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Haloferacaceae.Natronococcus","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Natronococcus",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Microbacteriaceae.Glaciibacter","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Glaciibacter",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Thalassobius","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.UBA4486.NA.NA","Bacteria","Proteobacteria","Gammaproteobacteria","UBA4486","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Hydrogenophilaceae.Sulfuritortus","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Sulfuritortus",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Persicobacter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Persicobacter",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Cognatishimia","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cognatishimia",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Limimaricola","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limimaricola",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Loktanella","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.Haematospirillum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Haematospirillum",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Tropicibacter","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tropicibacter",NA,NA
"Bacteria.Planctomycetota.Brocadiae.Brocadiales.Brocadiaceae.Candidatus Jettenia","Bacteria","Planctomycetota","Brocadiae","Brocadiales","Brocadiaceae","Candidatus Jettenia",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Phormidesmiales.Phormidesmiaceae.Acrophormium PCC-7375","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium PCC-7375",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Magnetospiraceae.Varunaivibrio","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Varunaivibrio",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Hanstruepera","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Hanstruepera",NA,NA
"Bacteria.Verrucomicrobiota.Lentisphaeria.Victivallales.BD2-3.NA","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","BD2-3","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Flammeovirgaceae.Sediminitomix","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Sediminitomix",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Marinibacterium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marinibacterium",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Dinoroseobacter","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Dinoroseobacter",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Nostocaceae.Richelia HH01","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Richelia HH01",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Changchengzhania","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Changchengzhania",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Thermotaleaceae.Anaerosolibacter","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Thermotaleaceae","Anaerosolibacter",NA,NA
"Archaea.Crenarchaeota.Thermoprotei.Desulfurococcales.Desulfurococcaceae.Sulfophobococcus","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Sulfophobococcus",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Promicromonosporaceae.Xylanimonas","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Promicromonosporaceae","Xylanimonas",NA,NA
"Archaea.Halobacterota.Halobacteria.Halobacterales.Halobacteriaceae.Halocalculus","Archaea","Halobacterota","Halobacteria","Halobacterales","Halobacteriaceae","Halocalculus",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Nostocaceae.Nostoc PCC-7107","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc PCC-7107",NA,NA
"Bacteria.Firmicutes.Bacilli.Thermoactinomycetales.Thermoactinomycetaceae.Polycladomyces","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Polycladomyces",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Citreitalea","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Citreitalea",NA,NA
"Archaea.Micrarchaeota.Micrarchaeia.Micrarchaeales.(unclassified).Candidatus Micrarchaeum","Archaea","Micrarchaeota","Micrarchaeia","Micrarchaeales","(unclassified)","Candidatus Micrarchaeum",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Aestuariibius","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aestuariibius",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Cyanobacteriaceae.Cyanobacterium PCC-7202","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Cyanobacterium PCC-7202",NA,NA
"Bacteria.Chloroflexi.Anaerolineae.Anaerolineales.Anaerolineaceae.ADurb.Bin120","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","ADurb","Bin120",NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Coleofasciculaceae.Microcoleus Es-Yyy1400","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Microcoleus Es-Yyy1400",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.(unclassified).Clostridium sensu stricto","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","(unclassified)","Clostridium sensu stricto",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.3M1PL1-52 termite group.NA","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","3M1PL1-52 termite group","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Halalkalibacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Gammaproteobacteria Incertae Sedis.Unknown Family.Candidatus Endonucleariobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Endonucleariobacter",NA,NA
"Bacteria.Fibrobacterota.NA.NA.NA.NA","Bacteria","Fibrobacterota","NA","NA","NA","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Mongoliitalea","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Mongoliitalea",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Litoribacter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Litoribacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Paucimonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Paucimonas",NA,NA
